,age,job,marital,education,default,housing,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
262,31.0,1,1,1,0,0,1,5,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,0
263,42.0,3,0,2,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
264,27.0,4,0,5,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
265,36.0,7,0,6,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
266,40.0,1,0,1,1,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
267,44.0,2,0,3,1,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
268,31.0,9,1,3,1,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
269,57.0,4,0,3,1,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
270,43.0,1,0,1,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
271,27.0,8,1,4,0,1,1,8,1,20,4,1,-1.1,94.601,-49.5,0.972,4963.6,0
272,43.0,1,0,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
273,35.0,11,0,3,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
274,34.0,4,0,2,0,1,1,3,1,3,2,2,-1.8,92.893,-46.2,1.344,5099.1,1
275,45.0,4,0,3,1,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
276,54.0,4,0,6,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
277,46.0,4,0,5,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
278,34.0,7,0,1,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
279,37.0,6,0,0,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
280,48.0,3,1,2,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
281,54.0,1,0,1,0,1,1,1,3,999,0,0,-2.9,92.201,-31.4,0.8690000000000001,5076.2,1
282,36.0,4,0,5,0,1,1,2,6,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
283,49.0,4,0,3,1,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
284,45.0,11,0,4,1,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
285,52.0,7,0,6,0,0,1,5,5,999,0,0,-2.9,92.963,-40.8,1.281,5076.2,0
286,29.0,3,1,2,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
287,54.0,10,0,0,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
288,55.0,5,1,0,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
289,57.0,7,0,6,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
290,19.0,8,1,2,0,2,1,1,1,999,0,0,-1.7,94.027,-38.3,0.8859999999999999,4991.6,1
291,52.0,4,0,3,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
292,37.0,1,0,3,0,1,1,3,7,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
293,55.0,4,0,3,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
294,34.0,1,0,1,0,0,0,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
295,55.0,2,0,0,1,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
296,25.0,7,0,1,0,1,1,3,1,12,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
297,40.0,3,0,3,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
298,46.0,3,0,2,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0
299,66.0,1,0,1,0,0,1,1,2,4,1,2,-2.9,92.201,-31.4,0.884,5076.2,0
300,36.0,1,1,2,1,1,0,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
301,48.0,1,0,3,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
302,37.0,1,0,1,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
303,52.0,1,0,1,0,1,1,1,1,999,0,0,-1.7,94.027,-38.3,0.9,4991.6,0
304,48.0,9,2,1,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
305,38.0,0,1,5,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
306,48.0,1,2,2,0,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
307,39.0,4,0,3,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
308,36.0,3,0,2,1,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
309,26.0,4,0,3,0,1,0,5,35,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
310,32.0,4,1,0,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
311,43.0,4,0,0,1,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
312,56.0,6,0,0,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
313,31.0,7,2,2,0,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
314,24.0,4,1,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
315,32.0,5,1,1,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
316,37.0,5,0,2,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
317,34.0,7,0,6,1,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
318,41.0,2,0,3,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
319,21.0,8,1,2,0,1,1,1,3,9,2,2,-1.7,94.027,-38.3,0.899,4991.6,1
320,53.0,1,0,1,0,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
321,44.0,4,0,0,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
322,38.0,1,1,4,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
323,33.0,3,2,4,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
324,36.0,11,1,5,1,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
325,38.0,7,0,6,1,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
326,31.0,4,1,3,1,0,0,3,7,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0
327,31.0,7,1,2,0,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
328,39.0,7,2,6,1,1,1,1,7,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
329,34.0,1,1,1,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
330,38.0,1,1,2,1,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
331,44.0,3,0,2,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
332,36.0,3,1,2,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
333,32.0,4,0,3,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0
334,40.0,7,2,1,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
335,39.0,5,0,1,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
336,56.0,9,0,0,1,1,1,4,20,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
337,32.0,9,0,2,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
338,24.0,3,1,2,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
339,30.0,4,0,3,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
340,54.0,10,2,4,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
341,30.0,1,1,1,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
342,36.0,1,0,5,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
343,47.0,11,0,4,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0
344,32.0,1,0,2,0,0,0,4,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
345,31.0,1,1,3,0,1,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
346,34.0,1,1,1,0,0,1,3,5,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
347,49.0,1,1,1,0,0,1,4,6,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
348,31.0,1,0,1,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
349,38.0,4,0,5,0,0,1,5,2,3,2,2,-1.7,94.055,-39.8,0.7070000000000001,4991.6,0
350,35.0,5,0,1,0,1,1,0,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
351,34.0,1,0,2,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
352,50.0,2,3,3,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
353,57.0,0,0,2,0,0,1,1,6,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
354,53.0,4,0,2,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
355,32.0,1,0,1,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
356,36.0,6,0,6,1,0,1,4,5,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
357,32.0,6,1,2,0,1,1,3,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
358,36.0,7,1,1,0,0,0,3,7,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
359,24.0,1,0,4,0,1,1,4,5,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
360,31.0,1,1,1,0,1,0,2,2,999,0,0,-1.1,94.767,-50.8,1.048,4963.6,0
361,39.0,1,1,1,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
362,47.0,1,0,1,0,1,1,0,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
363,42.0,4,0,0,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
364,48.0,1,0,1,0,1,1,1,9,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
365,31.0,7,1,6,0,0,1,3,3,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
366,37.0,4,0,5,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
367,36.0,3,1,3,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
368,40.0,4,0,3,0,0,1,0,1,999,0,0,-1.8,93.075,-47.1,1.453,5099.1,0
369,34.0,7,0,6,1,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
370,29.0,1,1,2,0,1,1,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
371,48.0,3,0,0,1,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
372,32.0,4,0,5,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
373,33.0,1,0,1,0,2,0,5,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
374,34.0,3,0,2,0,0,1,4,8,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
375,37.0,1,2,1,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
376,49.0,2,0,0,1,1,0,4,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
377,42.0,1,0,2,1,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
378,57.0,3,0,2,1,1,1,3,7,1,2,2,-1.8,92.893,-46.2,1.281,5099.1,0
379,20.0,3,1,4,0,0,1,9,3,3,3,2,-1.8,93.369,-34.8,0.635,5008.7,0
380,49.0,2,0,6,0,1,1,5,3,999,0,0,-2.9,92.963,-40.8,1.252,5076.2,0
381,43.0,2,0,2,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
382,34.0,6,2,6,1,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
383,46.0,4,2,5,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
384,37.0,5,0,1,0,2,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
385,34.0,10,2,2,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.864,5191.0,1
386,30.0,7,1,1,1,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
387,46.0,10,0,0,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
388,35.0,7,2,0,0,0,1,2,1,999,0,0,-1.1,94.767,-50.8,1.035,4963.6,1
389,38.0,9,0,1,0,1,1,1,1,16,1,2,-1.7,94.027,-38.3,0.898,4991.6,1
390,46.0,1,0,2,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
391,53.0,5,0,1,0,1,1,1,12,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
392,50.0,10,2,0,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
393,35.0,4,0,5,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
394,39.0,3,2,2,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
395,38.0,7,0,6,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
396,34.0,6,1,1,0,0,1,4,3,999,0,0,-1.7,94.215,-40.3,0.81,4991.6,1
397,33.0,1,2,1,0,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
398,40.0,4,0,3,1,2,0,5,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
399,34.0,4,0,5,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
400,51.0,10,0,4,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8809999999999999,5076.2,1
401,33.0,9,1,1,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
402,34.0,7,0,2,0,1,0,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
403,46.0,4,0,3,1,1,1,0,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
404,46.0,4,0,5,0,0,0,5,10,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
405,65.0,0,0,0,0,0,1,2,2,999,0,0,-3.4,92.649,-30.1,0.716,5017.5,0
406,39.0,5,0,1,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
407,38.0,1,0,3,0,0,0,5,4,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0
408,35.0,1,0,1,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
409,48.0,3,0,6,1,1,1,4,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
410,57.0,5,0,1,0,1,1,5,3,999,0,0,-2.9,92.963,-40.8,1.286,5076.2,0
411,45.0,9,0,1,1,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
412,30.0,7,0,2,0,1,0,5,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
413,41.0,3,0,3,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
414,35.0,1,2,1,0,2,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
415,39.0,1,2,1,0,1,1,9,1,13,1,2,-1.8,93.369,-34.8,0.65,5008.7,0
416,56.0,0,0,0,0,0,1,9,2,9,2,1,-1.8,93.369,-34.8,0.644,5008.7,0
417,48.0,4,0,3,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
418,33.0,1,0,1,0,1,1,1,1,3,3,2,-1.7,94.027,-38.3,0.899,4991.6,1
419,54.0,1,2,1,0,0,1,7,7,6,2,2,-3.0,92.713,-33.0,0.715,5023.5,1
420,29.0,3,0,2,0,1,1,3,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
421,31.0,3,0,2,1,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
422,27.0,9,0,1,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
423,31.0,1,1,1,0,1,1,2,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
424,41.0,6,0,6,0,0,1,1,11,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
425,44.0,1,0,1,1,1,0,5,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
426,58.0,5,2,1,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
427,45.0,4,0,3,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
428,60.0,1,1,2,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
429,53.0,3,0,2,0,1,0,3,6,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
430,30.0,1,0,1,0,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
431,24.0,1,1,2,0,1,0,4,1,999,0,0,1.4,93.918,-42.7,4.966,5228.1,0
432,31.0,4,0,3,0,0,1,3,2,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
433,57.0,1,2,1,1,0,1,2,3,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
434,52.0,5,0,1,0,2,1,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
435,41.0,4,0,3,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
436,31.0,1,0,2,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
437,32.0,1,0,1,0,0,1,3,1,6,1,2,-1.8,92.893,-46.2,1.327,5099.1,1
438,52.0,4,0,0,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
439,53.0,5,0,1,0,0,1,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
440,37.0,9,0,3,0,2,1,4,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
441,41.0,7,2,6,0,1,1,1,2,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0
442,26.0,7,1,6,0,0,0,5,1,999,0,0,-1.7,94.055,-39.8,0.7609999999999999,4991.6,0
443,45.0,4,0,3,0,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0
444,36.0,7,0,6,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
445,47.0,0,0,0,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
446,38.0,4,0,0,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
447,50.0,1,1,1,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0
448,47.0,5,0,0,1,0,0,3,6,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
449,38.0,1,0,1,1,0,1,1,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
450,34.0,4,1,3,0,0,0,3,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
451,30.0,1,2,1,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
452,55.0,3,0,3,0,1,0,4,4,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
453,35.0,1,0,2,1,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
454,31.0,3,0,2,0,1,1,2,3,999,0,0,-1.1,94.767,-50.8,1.04,4963.6,0
455,37.0,5,1,1,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.879,5076.2,0
456,34.0,3,2,2,0,0,0,4,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
457,49.0,1,2,3,0,1,1,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
458,41.0,7,2,6,0,0,1,7,1,999,0,0,-0.2,92.756,-45.9,3.669,5176.3,0
459,52.0,4,0,0,1,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
460,46.0,9,0,6,0,1,1,0,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
461,55.0,4,0,0,0,0,0,5,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0
462,57.0,0,2,3,0,1,1,4,2,999,0,0,-2.9,92.469,-33.6,1.0590000000000002,5076.2,1
463,42.0,1,2,1,0,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
464,40.0,1,2,1,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
465,29.0,7,1,6,0,0,1,2,5,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
466,39.0,1,1,1,0,1,1,1,5,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
467,29.0,2,2,2,0,0,1,8,1,999,0,0,-3.4,92.431,-26.9,0.743,5017.5,0
468,31.0,3,1,6,0,1,0,8,1,999,0,0,-3.4,92.431,-26.9,0.737,5017.5,1
469,38.0,7,2,1,1,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
470,36.0,1,0,1,0,0,1,1,7,6,1,2,-1.7,94.027,-38.3,0.894,4991.6,0
471,48.0,4,0,3,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
472,36.0,4,0,6,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
473,39.0,4,0,3,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
474,29.0,7,0,1,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
475,46.0,7,1,6,0,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
476,42.0,4,0,3,1,0,0,4,4,999,0,0,1.4,93.918,-42.7,4.959,5228.1,0
477,27.0,3,1,2,0,0,1,4,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
478,34.0,7,0,1,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0
479,50.0,4,0,0,1,0,0,3,16,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
480,37.0,4,0,3,0,0,1,3,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
481,31.0,7,1,2,0,0,0,3,10,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
482,44.0,7,0,6,0,1,1,1,6,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
483,42.0,1,0,6,0,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
484,53.0,3,0,5,0,1,1,3,1,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
485,51.0,1,0,2,0,1,1,3,4,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
486,33.0,5,0,1,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
487,68.0,0,0,0,0,1,1,8,1,6,2,2,-3.4,92.431,-26.9,0.728,5017.5,1
488,41.0,3,1,2,0,0,0,5,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
489,47.0,1,0,2,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
490,43.0,4,0,6,0,0,1,2,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
491,39.0,7,0,6,0,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
492,53.0,1,0,3,0,0,0,3,5,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0
493,25.0,8,1,2,0,1,1,3,8,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0
494,45.0,1,0,3,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
495,25.0,4,1,3,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
496,77.0,0,0,4,0,1,1,2,1,3,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
497,37.0,1,1,2,0,1,0,3,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
498,37.0,1,0,2,0,1,0,4,14,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
499,37.0,7,0,6,0,1,1,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
500,30.0,8,0,1,0,1,1,1,3,3,1,2,-2.9,92.201,-31.4,0.821,5076.2,1
501,38.0,4,0,5,0,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
502,50.0,1,0,1,0,1,0,3,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
503,57.0,0,0,2,0,0,1,1,9,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
504,50.0,1,0,3,0,0,1,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
505,45.0,5,0,1,0,1,1,4,2,6,2,2,-1.7,94.215,-40.3,0.884,4991.6,1
506,39.0,4,2,5,1,0,0,3,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
507,61.0,0,0,1,0,0,0,6,1,999,0,0,-3.4,92.379,-29.8,0.797,5017.5,0
508,36.0,3,0,2,1,0,0,3,4,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0
509,42.0,1,2,2,0,1,0,3,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
510,50.0,1,0,1,0,1,1,2,4,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
511,29.0,4,2,0,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0
512,52.0,4,0,0,0,0,0,1,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
513,49.0,3,0,2,0,0,1,1,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
514,35.0,1,1,1,0,0,1,4,5,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
515,33.0,2,1,1,0,0,0,5,13,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
516,54.0,7,0,1,1,0,0,5,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0
517,45.0,3,0,2,0,0,1,1,3,999,0,0,-2.9,92.201,-31.4,0.883,5076.2,0
518,48.0,1,0,4,0,0,1,1,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
519,31.0,4,0,3,1,0,0,3,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
520,53.0,4,0,2,0,1,1,4,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
521,34.0,7,2,4,0,1,1,4,13,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
522,40.0,7,0,1,0,1,0,2,3,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
523,40.0,3,0,3,1,0,1,4,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
524,55.0,7,0,6,1,0,1,4,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
